New IonID,UTHSC ID,M/Z_OLD_BXD_STUDY,M/Z_AGING_STUDY_2017,AGING_ID,Primary_HMDB_ID,ChemicalFormula,Confidence,Primary Name,Secondary Names,ChEBI_ID,ChEMBL_ID,CAS_number,PubChem_ID,ChemSpider_ID,UNII_ID,EC_number,KEGG_ID,Description,Molecular_Weight,Nugowiki_ID,Aliases,Type,Tissue
892,832.5127914_MZ,832.5127914,,,HMDB12395,C46H76NO10P,100,Phosphatidylserine (18:1(9Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z)),,none,,none,52925155,none,,,none,"PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylserine (PS or GPSer). It is a glycerophospholipid in which a phosphorylserine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoserines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of oleic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The oleic acid moiety is derived from vegetable oils, especially olive and canola oil, while the docosahexaenoic acid moiety is derived from fish oils. Phosphatidylserine or 1,2-diacyl-sn-glycero-3-phospho-L-serine is distributed widely among animals, plants and microorganisms. It is usually less than 10% of the total phospholipids, the greatest concentration being in myelin from brain tissue. However, it may comprise 10 to 20 mol% of the total phospholipid in the plasma membrane and endoplasmic reticulum of the cell. Phosphatidylserine is an acidic (anionic) phospholipid with three ionizable groups, i.e. the phosphate moiety, the amino group and the carboxyl function. As with other acidic lipids, it exists in nature in salt form, but it has a high propensity to chelate to calcium via the charged oxygen atoms of both the carboxyl and phosphate moieties, modifying the conformation of the polar head group. This interaction may be of considerable relevance to the biological function of phosphatidylserine, especially during bone formation for example. As phosphatidylserine is located entirely on the inner monolayer surface of the plasma membrane (and of other cellular membranes) and it is the most abundant anionic phospholipids. Therefore phosphatidylseriine may make the largest contribution to interfacial effects in membranes involving non-specific electrostatic interactions. This normal distribution is disturbed during platelet activation and cellular apoptosis. In human plasma, 1-stearoyl-2-oleoyl and 1-stearoyl-2-arachidonoyl species predominate, but in brain (especially grey matter), retina and many other tissues 1-stearoyl-2-docosahexaenoyl species are very abundant. Indeed, the ratio of n-3 to n-6 fatty acids in brain phosphatidylserine is very much higher than in most other lipids. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. Phosphatidylserines typically carry a net charge of -1 at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PS biosynthesis involves an exchange reaction of serine for ethanolamine in PE.",834.0701,11120,"1-Oleoyl-2-docosahexaenoyl-sn-glycero-3-phosphoserine,Phosphatidylserine(18:1/22:6),Phosphatidylserine(18:1n9/22:6n3),Phosphatidylserine(18:1w9/22:6w3),Phosphatidylserine(40:7),PS(18:1/22:6),PS(18:1n9/22:6n3),PS(18:1w9/22:6w3),PS(40:7),PSer(18:1/22:6),PSer(18:1n9/22:6n3),PSer(18:1w9/22:6w3),PSer(40:7)           ",Endogenous,"All Tissues,Kidney,Liver,Brain,Heart"
893,833.5173433_MZ,833.5173433,,,HMDB09784,C43H79O13P,100,Phosphatidylinositol16:0/18:2(9Z_12Z)),,none,,none,none,24767669,,,C00626,"PI(16:0/18:2(9Z,12Z)) is a phosphatidylinositol. Phosphatidylinositols are important lipids, both as a key membrane constituent and as a participant in essential metabolic processes, both directly and via a number of metabolites. Phosphatidylinositols are acidic (anionic) phospholipids that consist of a phosphatidic acid backbone, linked via the phosphate group to inositol (hexahydroxycyclohexane). Phosphatidylinositols can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 18 and 20 carbons are the most common. PI(16:0/18:2(9Z,12Z)), in particular, consists of one chain of palmitic acid at the C-1 position and one chain of linoleic acid at the C-2 position. The palmitic acid moiety is derived from fish oils, milk fats, vegetable oils and animal fats, while the linoleic acid moiety is derived from seed oils. In most organisms, the stereochemical form of the last is myo-D-inositol (with one axial hydroxyl in position 2 with the remainder equatorial. Phosphatidylinositol is especially abundant in brain tissue, where it can amount to 10% of the phospholipids, but it is present in all tissues and cell types. There is usually less of it than of phosphatidylcholine, phosphatidylethanolamine and phosphatidylserine. In animal tissues, phosphatidylinositol is the primary source of the arachidonic acid required for biosynthesis of eicosanoids, including prostaglandins, via the action of the enzyme phospholipase A2. Phosphatidylinositol can be phosphorylated by a number of different kinases that place the phosphate moiety on positions 4 and 5 of the inositol ring, although position 3 can also be phosphorylated by a specific kinase. Seven different isomers are known, but the most important in both quantitative and biological terms are phosphatidylinositol 4-phosphate and phosphatidylinositol 4,5-bisphosphate. Phosphatidylinositol and the phosphatidylinositol phosphates are the main source of diacylglycerols that serve as signaling molecules, via the action of phospholipase C enzymes.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PIs contain almost exclusively stearic acid at carbon 1 and arachidonic acid at carbon 2. PIs composed exclusively of non-phosphorylated inositol exhibit a net charge of -1 at physiological pH. Molecules with phosphorylated inositol (such as PIP, PIP2, PIP3, etc.) are termed polyphosphoinositides. The polyphosphoinositides are important intracellular transducers of signals emanating from the plasma membrane. The synthesis of PI involves CDP-activated 1,2-diacylglycerol condensation with myo-inositol.",,8908,"1-Hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(1'-myo-inositol),1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphoinositol,Phosphatidylinositol(16:0/18:2),Phosphatidylinositol(16:0/18:2n6),Phosphatidylinositol(16:0/18:2w6),Phosphatidylinositol(34:2),PI(16:0/18:2),PI(16:0/18:2n6),PI(16:0/18:2w6),PI(34:2),PIno(16:0/18:2),PIno(16:0/18:2n6),PIno(16:0/18:2w6),PIno(34:2) ",Endogenous,"All Tissues,Brain"
894,834.4872865_MZ,834.4872865,,,HMDB09705,C49H74NO8P,35,Phosphatidylethanolamine with formula C49H74NO8P,,none,,none,9546797,7825747,,,C00350,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylethanolamine (PE or GPEtn). It is a glycerophospholipid in which a phosphorylethanolamine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of two chains of docosahexaenoic acid at the C-1 and C-2 positions. The docosahexaenoic acid moieties are derived from fish oils. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PEs are neutral zwitterions at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PE synthesis can occur via two pathways. The first requires that ethanolamine be activated by phosphorylation and then coupled to CDP. The ethanolamine is then transferred from CDP-ethanolamine to phosphatidic acid to yield PE. The second involves the decarboxylation of PS.",836.0875,8829,"1,2-Didocosahexaenoyl-rac-glycero-3-phosphoethanolamine,GPEtn(22:6/22:6),GPEtn(22:6n3/22:6n3),GPEtn(22:6w3/22:6w3),GPEtn(44:12),PE(22:6/22:6),PE(22:6n3/22:6n3),PE(22:6w3/22:6w3),PE(44:12),Phophatidylethanolamine(22:6/22:6),Phophatidylethanolamine(22:6n3/22:6n3),Phophatidylethanolamine(22:6w3/22:6w3),Phophatidylethanolamine(44:12)           ",Endogenous,
896,835.0517511_MZ,835.0517511,,,HMDB01211,C20H28N10O19P4,41,Diadenosine tetraphosphate,,17422,,5542-28-9,21706,20402,,,C01260,"Diadenosine tetraphosphate (AP4A) is a diadenosine polyphosphate. Diadenosine polyphosphates (APnAs, n=3-6) are a family of endogenous vasoactive purine dinucleotides which have been isolated from thrombocytes. APnAs have been demonstrated to be involved in the control of vascular tone as well as the growth of vascular smooth muscle cells and hence, possibly, in atherogenesis. APnAs isolated substances are Ap3A, Ap4A, Ap5A, and Ap6A. APnAs are naturally occurring substances that facilitate tear secretion; they are released from the corneal epithelium, they stimulate tear production and therefore they may be considered as physiological modulators of tear secretion. The APnAs were discovered in the mid-sixties in the course of studies on aminoacyl-tRNA synthetases (aaRS). APnAs have emerged as intracellular and extracellular signalling molecules implicated in the maintenance and regulation of vital cellular functions and become considered as second messengers. Great variety of physiological and pathological effects in mammalian cells was found to be associated with alterations of APnAs. APnAs are polyphosphated nucleotidic substances which are found in the CNS and are known to be released in a calcium-dependent manner from storage vesicles in brain synaptosomes. AP5A is a specific adenylate kinase inhibitor in the hippocampus, decreasing the rate of decomposition of ADP and the formation of ATP; a pathway that influences the availability of purines in the central nervous system. AP4A is the only APnA that can induce a considerable increase in [Ca2+] in endothelial cells, indicating that its vasoactive effects are comparable to the known effects of arginine vasopressin, Angiotensin II, and ATP. AP4A is a ubiquitous ApnA is a signal molecule for DNA replication in mammalian cells. AP4A is a primer for oligoadenylate synthesis catalyzed by interferon-inducible 2-5A synthetase. AP4A is an avid inhibitor of eosinophil-derived neurotoxin (EDN). EDN is a catalytically proficient member of the pancreatic ribonuclease superfamily secreted along with other eosinophil granule proteins during innate host defense responses and various eosinophil-related inflammatory and allergic diseases. The ribonucleolytic activity of EDN is central to its antiviral and neurotoxic activities and possibly to other facets of its biological activity. (PMID: 11212966, 12738682, 11810214, 9607303, 8922753, 9187362, 16401072, 9694344, 9351706, 1953194).",836.387,1087,"5',5'''-Diadenosine tetraphosphate,Adenosine 5'-tetraphosphate, 5'-ester with adenosine,Adenosine-(5')-tetraphospho-(5')-adenosine,Diadenosine 5',5'''-P1,P4-tetraphosphate,P1,P4-Di(adenosin-5'-yl)tetraphosphate,P1,P4-Diadenosine-5'-tetraphosphate  ",Endogenous,"All Tissues,Brain"
897,837.5462168_MZ,837.5462168,,,HMDB09781,C43H83O13P,47,Phosphatidylinositol16:0/18:0),,none,,none,none,24767666,,,C00626,"PI(16:0/18:0) is a phosphatidylinositol. Phosphatidylinositols are important lipids, both as a key membrane constituent and as a participant in essential metabolic processes, both directly and via a number of metabolites. Phosphatidylinositols are acidic (anionic) phospholipids that consist of a phosphatidic acid backbone, linked via the phosphate group to inositol (hexahydroxycyclohexane). Phosphatidylinositols can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 18 and 20 carbons are the most common. PI(16:0/18:0), in particular, consists of one chain of palmitic acid at the C-1 position and one chain of stearic acid at the C-2 position. The palmitic acid moiety is derived from fish oils, milk fats, vegetable oils and animal fats, while the stearic acid moiety is derived from animal fats, coco butter and sesame oil. In most organisms, the stereochemical form of the last is myo-D-inositol (with one axial hydroxyl in position 2 with the remainder equatorial. Phosphatidylinositol is especially abundant in brain tissue, where it can amount to 10% of the phospholipids, but it is present in all tissues and cell types. There is usually less of it than of phosphatidylcholine, phosphatidylethanolamine and phosphatidylserine. In animal tissues, phosphatidylinositol is the primary source of the arachidonic acid required for biosynthesis of eicosanoids, including prostaglandins, via the action of the enzyme phospholipase A2. Phosphatidylinositol can be phosphorylated by a number of different kinases that place the phosphate moiety on positions 4 and 5 of the inositol ring, although position 3 can also be phosphorylated by a specific kinase. Seven different isomers are known, but the most important in both quantitative and biological terms are phosphatidylinositol 4-phosphate and phosphatidylinositol 4,5-bisphosphate. Phosphatidylinositol and the phosphatidylinositol phosphates are the main source of diacylglycerols that serve as signaling molecules, via the action of phospholipase C enzymes.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PIs contain almost exclusively stearic acid at carbon 1 and arachidonic acid at carbon 2. PIs composed exclusively of non-phosphorylated inositol exhibit a net charge of -1 at physiological pH. Molecules with phosphorylated inositol (such as PIP, PIP2, PIP3, etc.) are termed polyphosphoinositides. The polyphosphoinositides are important intracellular transducers of signals emanating from the plasma membrane. The synthesis of PI involves CDP-activated 1,2-diacylglycerol condensation with myo-inositol.",,8905,"1-Hexadecanoyl-2-octadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol),1-Palmitoyl-2-stearoyl-sn-glycero-3-phosphoinositol,Phosphatidylinositol(16:0/18:0),Phosphatidylinositol(34:0),PI(16:0/18:0),PI(34:0),PIno(16:0/18:0),PIno(34:0) ",Endogenous,"All Tissues,Brain"
898,837.6574585_MZ,837.6574585,,,HMDB06251,C57H86O3,100,3-Decaprenyl-4-hydroxybenzoic acid,,64136,,636-57-7,6454686,4956995,,,none,3-Decaprenyl-4-hydroxybenzoic acid is the first intermediate in the conversion of p-hydroxybenzoate (PHB) to ubiquinone. It is a 3-polyprenyl derivative of PHB. It has been found that PPHB is located primarily in the inner membrane of liver mitochondria. (PMID: 4338233).,819.2909,5376,"3-Decaprenyl-4-hydroxybenzoate,3-Decaprenyl-4-hydroxybenzoic acid",Endogenous,All Tissues
899,837.7434592_MZ,837.7434592,,,HMDB11705,C52H98O6,36,Tricaprylic glyceride (15:0/18:1(9Z)/16:0)[iso6],,none,,none,53481037,24768319,,,none,"TG(15:0/18:1(9Z)/16:0) is a monooleic acid triglyceride. Triglycerides (TGs) are also known as triacylglycerols or triacylglycerides, meaning that they are glycerides in which the glycerol is esterified with three fatty acid groups (i.e. fatty acid trimesters of glycerol). TGs may be divided into three general types with respect to their acyl substituents. They are simple or monoacid if they contain only one type of fatty acid, diacid if they contain two types of fatty acids and triacid if three different acyl groups. Chain lengths of the fatty acids in naturally occurring triglycerides can be of varying lengths and saturations but 16, 18 and 20 carbons are the most common. TG(15:0/18:1(9Z)/16:0), in particular, consists of one chain of pentadecanoic acid at the C-1 position, one chain of oleic acid at the C-2 position and one chain of palmitic acid at the C-3 position. TGs are the main constituent of vegetable oil and animal fats. TGs are major components of very low density lipoprotein (VLDL) and chylomicrons, play an important role in metabolism as energy sources and transporters of dietary fat. They contain more than twice the energy (9 kcal/g) of carbohydrates and proteins. In the intestine, triglycerides are split into glycerol and fatty acids (this process is called lipolysis) with the help of lipases and bile secretions, which can then move into blood vessels. The triglycerides are rebuilt in the blood from their fragments and become constituents of lipoproteins, which deliver the fatty acids to and from fat cells among other functions. Various tissues can release the free fatty acids and take them up as a source of energy. Fat cells can synthesize and store triglycerides. When the body requires fatty acids as an energy source, the hormone glucagon signals the breakdown of the triglycerides by hormone-sensitive lipase to release free fatty acids. As the brain cannot utilize fatty acids as an energy source, the glycerol component of triglycerides can be converted into glucose for brain fuel when it is broken down. (www.cyberlipid.org, www.wikipedia.org)TAGs can serve as fatty acid stores in all cells, but primarily in adipocytes of adipose tissue. The major building block for the synthesis of triacylglycerides, in non-adipose tissue, is glycerol. Adipocytes lack glycerol kinase and so must use another route to TAG synthesis. Specifically, dihydroxyacetone phosphate (DHAP), which is produced during glycolysis, is the precursor for TAG synthesis in adipose tissue. DHAP can also serve as a TAG precursor in non-adipose tissues, but does so to a much lesser extent than glycerol. The use of DHAP for the TAG backbone depends on whether the synthesis of the TAGs occurs in the mitochondria and ER or the ER and the peroxisomes. The ER/mitochondria pathway requires the action of glycerol-3-phosphate dehydrogenase to convert DHAP to glycerol-3-phosphate. Glycerol-3-phosphate acyltransferase then esterifies a fatty acid to glycerol-3-phosphate thereby generating lysophosphatidic acid. The ER/peroxisome reaction pathway uses the peroxisomal enzyme DHAP acyltransferase to acylate DHAP to acyl-DHAP which is then reduced by acyl-DHAP reductase. The fatty acids that are incorporated into TAGs are activated to acyl-CoAs through the action of acyl-CoA synthetases. Two molecules of acyl-CoA are esterified to glycerol-3-phosphate to yield 1,2-diacylglycerol phosphate (also known as phosphatidic acid). The phosphate is then removed by phosphatidic acid phosphatase (PAP1), to generate 1,2-diacylglycerol. This diacylglycerol serves as the substrate for addition of the third fatty acid to make TAG. Intestinal monoacylglycerols, derived from dietary fats, can also serve as substrates for the synthesis of 1,2-diacylglycerols.",,10430,"1-Pentadecanoyl-2-oleoyl-3-palmitoyl-glycerol,TAG(15:0/18:1/16:0),TAG(15:0/18:1n9/16:0),TAG(15:0/18:1w9/16:0),TAG(49:1),TG(15:0/18:1/16:0),TG(15:0/18:1n9/16:0),TG(15:0/18:1w9/16:0),TG(49:1),Tracylglycerol(15:0/18:1/16:0),Tracylglycerol(15:0/18:1n9/16:0),Tracylglycerol(15:0/18:1w9/16:0),Tracylglycerol(49:1),Triacylglycerol,Triglyceride          ",Endogenous,All Tissues
900,839.2945283_MZ,839.2945283,,,HMDB06579,C31H52N2O23,40,3-Sialyl Lewis,,none,,92448-22-1,643993,559075,,,none,"3-Sialyl Lewis tetrasaccharide, is a tumor-associated carbohydrate antigen. It is used as a tumor marker in colon and pancreatic cancer. When the selectin family of adhesion molecules was described, it was found that 3-Sialyl Lewis, along with sialyl Lewis(x) antigen, is a ligand for E-selectin, responsible for adhesion of several types of human carcinoma cells to endothelium. It has been suggested that such interactions play an important role in the formation of metastases by colon and pancreatic cancer cells. (PMID:12362971).",820.7442,5704,"3'-Sialyl Lewis A,O-(N-Acetyl-alpha-neuraminosyl)-(2->3)-O-beta-D-galactopyranosyl-(1->3)-O-[6-deoxy-alpha-L-galactopyranosyl-(1->4)]-2-(acetylamino)-2-deoxy- D-Glucose,O-(N-Acetyl-alpha-neuraminosyl)-(2->3)-O-beta-delta-galactopyranosyl-(1->3)-O-[6-deoxy-alpha-L-galactopyranosyl-(1->4)]-2-(acetylamino)-2-deoxy- D-Glucose,Sialyl Lea tri,Sialyl Lewis a,SLea  ",Endogenous,none
901,847.3841740_MZ,847.384174,,,HMDB13017,C40H54N11O8S,100,Neuromedin B (4-10),,none,,none,53481578,none,,,none,"NMB acts by binding to its high affinity cell surface receptor, neuromedin B receptor (NMBR). This receptor is a G protein-coupled receptor with seven transmembrane spanning regions, hence the receptor is also denoted as a 7 transmembrane receptor (7-TMR). Upon binding several intracellular signaling pathways are triggered (see Figure 2). Neuromedin B (NMB) is a bombesin-related peptide in mammals. It was originally purified from pig spinal cord, and later shown to be present in human central nervous system and gastrointestinal tract. This structure shows the 4-10 fragment of neuromedin B.",847.983,11740,Trp-Ala-Thr-Gly-His-Phe-Met-NH2                 ,Endogenous,
902,848.5549567_MZ,848.5549567,,,HMDB08156,C48H80NO8P,49,Phosphatidylcholine with formula C48H80NO8P,,,,,,,,,,,,,,,
903,851.3479911_MZ,851.3479911,,,HMDB06901,C49H56FeN4O6,56,Heme A,,none,,57560-10-8,none,none,,,C15670,"Heme A differs from heme B in that a methyl side chain at ring position 8 is oxidized into a formyl group, and one of the vinyl side chains, at ring position 2, has been replaced by an isoprenoid chain. Like heme B, heme A is often attached to the apoprotein (cytochromes or globins) through a coordination bond between the heme iron and a conserved amino acid side-chain. An example of a metalloprotein that contains heme A is cytochrome c oxidase. Both the formyl group and the isoprenoid side chain are thought to play important roles in conservation of the energy of oxygen reduction by cytochrome c oxidase.(Wikipedia).",852.837,6026,"(SP-4-2)[7-ethenyl-17-formyl-12-[(4E,8E)-1-hydroxy-5,9,13-trimethyl-4,8,12-tetradecatrienyl]-3,8,13-trimethyl-21H,23H-porphine-2,18-dipropanoato(4-)-kappaN21,kappaN22,kappaN23,kappaN24]-Ferrate(2-),Heme a,[SP-4-2-(E,E)]-[7-ethenyl-17-formyl-12-(1-hydroxy-5,9,13-trimethyl-4,8,12-tetradecatrienyl)-3,8,13-trimethyl-21H,23H-porphine-2,18-dipropanoato(4-)-N21,N22,N23,N24]-Ferrate(2-)                ",Endogenous,
904,852.3074772_MZ,852.3074772,,,HMDB06576,C32H55NO25,100,Lacto-N-fucopentaose III,"Lacto-N-fucopentaose-2, Lex-lactose, Lacto-n-fucopentaose I, Lacto-N-fucopentaose V",none,,25541-09-7,53477857,none,,,none,"Lacto-N-fucopentaose III is an oligosaccharide found in human milk. Oligosaccharides in human milk represent a group of bioactive molecules that have evolved to be an abundant and diverse component of human milk, even though they have no direct nutritive value to the infant. A recent hypothesis proposes that they could be substrates for the development of the intestinal microflora and the mucosal immune system. (PMID:17002410).",853.7708,5701,"Lacto-N-fucopentaose III,Lacto-N-fucopentoase-3,Lacto-N-neofucopentaose II,Lex penta,LNF III,LNFP III,O-6-Deoxy-alpha-L-galactopyranosyl-(1->3)-O-[beta-D-galactopyranosyl-(1->4)]-O-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-O-beta-D-galactopyranosyl-(1->4)- D-Glucopyranose,O-6-Deoxy-alpha-L-galactopyranosyl-(1->3)-O-[beta-delta-galactopyranosyl-(1->4)]-O-2-acetamido-2-deoxy-beta-delta-glucopyranosyl-(1->3)-O-beta-delta-galactopyranosyl-(1->4)- D-Glucopyranose ",Endogenous,
906,852.6828063_MZ,852.6828063,,,HMDB08819,C50H96NO7P,44,Phosphatidylcholine (24:1(15Z)/P-18:1(11Z)),,none,,none,53479547,24767477,,,C00157,"PC(24:1(15Z)/P-18:1(11Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(24:1(15Z)/P-18:1(11Z)), in particular, consists of one chain of nervonic acid at the C-1 position and one chain of plasmalogen 18:1n7 at the C-2 position. The nervonic acid moiety is derived from fish oils, while the plasmalogen 18:1n7 moiety is derived from animal fats, liver and kidney. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC. Plasmalogens are glycerol ether phospholipids. They are of two types, alkyl ether (-O-CH2-) and alkenyl ether (-O-CH=CH-). Dihydroxyacetone phosphate (DHAP) serves as the glycerol precursor for the synthesis of plasmalogens. Three major classes of plasmalogens have been identified: choline, ethanolamine and serine derivatives. Ethanolamine plasmalogen is prevalent in myelin. Choline plasmalogen is abundant in cardiac tissue. Usually, the highest proportion of the plasmalogen form is in the ethanolamine class with rather less in choline, and commonly little or none in other phospholipids such as phosphatidylinositol. In choline plasmalogens of most tissues, a higher proportion is often of the O-alkyl rather than the O-alkenyl form, but the reverse tends to be true in heart lipids. In animal tissues, the alkyl and alkenyl moieties in both non-polar and phospholipids tend to be rather simple in composition with 16:0, 18:0 and 18:1 (double bond in position 9) predominating. Ether analogues of triacylglycerols, i.e. 1-alkyldiacyl-sn-glycerols, are present at trace levels only if at all in most animal tissues, but they can be major components of some marine lipids.",,7943,"1-Nervonoyl-2-(1-enyl-vaccenoyl)-sn-glycero-3-phosphocholine,GPCho(24:1/18:1),GPCho(24:1n9/18:1n7),GPCho(24:1w9/18:1w7),GPCho(42:2),Lecithin,PC aa C42:2,PC(24:1/18:1),PC(24:1n9/18:1n7),PC(24:1w9/18:1w7),PC(42:2),Phosphatidylcholine(24:1/18:1),Phosphatidylcholine(24:1n9/18:1n7),Phosphatidylcholine(24:1w9/18:1w7),Phosphatidylcholine(42:2)          ",Endogenous,All Tissues
907,854.1327512_MZ,854.1327512,,,HMDB02009,C25H40N7O17P3S,14,Crotonoyl-CoA,,15473,,102680-35-3,5280381,4444072,,,C00877,"Crotonoyl-CoA is an important component in several metabolic pathways, notably fatty acid and amino acid metabolism. It is the substrate of a group of enzymes acyl-Coenzyme A oxidases 1, 2, 3 (E.C.: 1.3.3.6) corresponding to palmitoyl, branched chain, and pristanoyl, respectively, in the peroxisomal fatty acid beta-oxidation, producing hydrogen peroxide. Abnormality of this group of enzymes is linked to coma, dehydration, diabetes, fatty liver, hyperinsulinemia, hyperlipidemia, and leukodystrophy. It is also a substrate of a group of enzymes called acyl-Coenzyme A dehydrogenase (E.C.:1.3.99-, including 1.3.99.2, 1.3.99.3) in the metabolism of fatty acids or branched chain amino acids in the mitochondria (Rozen et al., 1994). Acyl-Coenzyme A dehydrogenase (1.3.99.3) has shown to contribute to kidney-associated diseases, such as adrenogential syndrome, kidney failure, kidney tubular necrosis, homocystinuria, as well as other diseases including cretinism, encephalopathy, hypoglycemia, medium chain acyl-CoA dehydrogenase deficiency. The gene (ACADS) also plays a role in theta oscillation during sleep. In addition, crotonoyl-CoA is the substrate of enoyl coenzyme A hydratase (E.C.4.2.1.17) in the mitochondria during lysine degradation and tryptophan metabolism, benzoate degradation via CoA ligation; in contrast it is the product of this enzyme in the butanoate metabolism. Moreover, it is produced from multiple enzymes in the butanoate metabolism pathway, including 3-Hydroxybutyryl-CoA dehydratase (E.C.:4.2.1.55), glutaconyl-CoA decarboxylase (E.C.: 4.1.1.70), vinylacetyl-CoA &#916;-isomerase (E.C.: 5.3.3.3), and trans-2-enoyl-CoA reductase (NAD+) (E.C.: 1.3.1.44). In lysine degradation and tryptophan metabolism, crotonoyl CoA is produced by glutaryl-Coenzyme A dehydrogenase (E.C.:1.3.99.7) lysine and tryptophan metabolic pathway. This enzyme is linked to type-1glutaric aciduria, metabolic diseases, movement disorders, myelinopathy, and nervous system diseases.",,1592,"2-Butenoyl-CoA,2-Butenoyl-Coenzyme A,But-2-enoyl-CoA,But-2-enoyl-Coenzyme A,Crotonyl-coenzyme A,S-But-2-enoylcoenzyme A,trans-But-2-enoyl-CoA,trans-But-2-enoyl-Coenzyme A ",Endogenous,Liver
