ionIdx,ionMz,,ionActive,ionQualTIC,ionAverageInt,mz difference,formula,ion,score,name,synonym,hmdb_id,kegg_id,other_ids
289,722.5135659,722.5136,TRUE,0.729061693,420456.3229,0.000594301,C38H74NO8P,.F(-),47,PE(15:0/18:1(9Z)),1-Pentadecanoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(15:0/18:1); GPEtn(15:0/18:1n9); GPEtn(15:0/18:1w9); GPEtn(33:1); PE(15:0/18:1); PE(15:0/18:1n9); PE(15:0/18:1w9); PE(33:1); Phophatidylethanolamine(15:0/18:1); Phophatidylethanolamine(15:0/18:1n9); Phophatidylethanolamine(15:0/18:1w9); Phophatidylethanolamine(33:1),HMDB08894,C00350,
289,722.5135659,722.5136,TRUE,0.729061693,420456.3229,0.000594301,C38H74NO8P,.F(-),47,PE(18:1(11Z)/15:0),1-Vaccenoyl-2-pentadecanoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/15:0); GPEtn(18:1n7/15:0); GPEtn(18:1w7/15:0); GPEtn(33:1); PE(18:1/15:0); PE(18:1n7/15:0); PE(18:1w7/15:0); PE(33:1); Phophatidylethanolamine(18:1/15:0); Phophatidylethanolamine(18:1n7/15:0); Phophatidylethanolamine(18:1w7/15:0); Phophatidylethanolamine(33:1),HMDB09021,C00350,
289,722.5135659,722.5136,TRUE,0.729061693,420456.3229,0.000594301,C38H74NO8P,.F(-),47,PE(18:1(9Z)/15:0),1-Oleoyl-2-pentadecanoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/15:0); GPEtn(18:1n9/15:0); GPEtn(18:1w9/15:0); GPEtn(33:1); PE(18:1/15:0); PE(18:1n9/15:0); PE(18:1w9/15:0); PE(33:1); Phophatidylethanolamine(18:1/15:0); Phophatidylethanolamine(18:1n9/15:0); Phophatidylethanolamine(18:1w9/15:0); Phophatidylethanolamine(33:1),HMDB09054,C00350,
290,726.5432785,726.5433,TRUE,0.834001541,23461.32119,0.001033071,C41H78NO7P,-H(-),95,PE(18:1(11Z)/P-18:1(11Z)),1-Vaccenoyl-2-(1-enyl-vaccenoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:1); GPEtn(18:1n7/18:1n7); GPEtn(18:1w7/18:1w7); GPEtn(36:2); PE(18:1/18:1); PE(18:1n7/18:1n7); PE(18:1w7/18:1w7); PE(36:2); Phophatidylethanolamine(18:1/18:1); Phophatidylethanolamine(18:1n7/18:1n7); Phophatidylethanolamine(18:1w7/18:1w7); Phophatidylethanolamine(36:2),HMDB09050,C00350,
290,726.5432785,726.5433,TRUE,0.834001541,23461.32119,0.001033071,C41H78NO7P,-H(-),95,PE(18:1(11Z)/P-18:1(9Z)),1-Vaccenoyl-2-(1-enyl-oleoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:1); GPEtn(18:1n7/18:1n9); GPEtn(18:1w7/18:1w9); GPEtn(36:2); PE(18:1/18:1); PE(18:1n7/18:1n9); PE(18:1w7/18:1w9); PE(36:2); Phophatidylethanolamine(18:1/18:1); Phophatidylethanolamine(18:1n7/18:1n9); Phophatidylethanolamine(18:1w7/18:1w9); Phophatidylethanolamine(36:2),HMDB09051,C00350,
290,726.5432785,726.5433,TRUE,0.834001541,23461.32119,0.001033071,C41H78NO7P,-H(-),95,PE(18:1(9Z)/P-18:1(11Z)),1-Oleoyl-2-(1-enyl-vaccenoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:1); GPEtn(18:1n9/18:1n7); GPEtn(18:1w9/18:1w7); GPEtn(36:2); PE(18:1/18:1); PE(18:1n9/18:1n7); PE(18:1w9/18:1w7); PE(36:2); Phophatidylethanolamine(18:1/18:1); Phophatidylethanolamine(18:1n9/18:1n7); Phophatidylethanolamine(18:1w9/18:1w7); Phophatidylethanolamine(36:2),HMDB09083,C00350,
290,726.5432785,726.5433,TRUE,0.834001541,23461.32119,0.001033071,C41H78NO7P,-H(-),95,PE(18:1(9Z)/P-18:1(9Z)),1-Oleoyl-2-(1-enyl-oleoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:1); GPEtn(18:1n9/18:1n9); GPEtn(18:1w9/18:1w9); GPEtn(36:2); PE(18:1/18:1); PE(18:1n9/18:1n9); PE(18:1w9/18:1w9); PE(36:2); Phophatidylethanolamine(18:1/18:1); Phophatidylethanolamine(18:1n9/18:1n9); Phophatidylethanolamine(18:1w9/18:1w9); Phophatidylethanolamine(36:2),HMDB09084,C00350,
290,726.5432785,726.5433,TRUE,0.834001541,23461.32119,0.001033071,C41H78NO7P,-H(-),95,"PE(18:2(9Z,12Z)/P-18:0)",1-Linoleoyl-2-(1-enyl-stearoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/18:0); GPEtn(18:2n6/18:0); GPEtn(18:2w6/18:0); GPEtn(36:2); PE(18:2/18:0); PE(18:2n6/18:0); PE(18:2w6/18:0); PE(36:2); Phophatidylethanolamine(18:2/18:0); Phophatidylethanolamine(18:2n6/18:0); Phophatidylethanolamine(18:2w6/18:0); Phophatidylethanolamine(36:2),HMDB09115,C00350,
290,726.5432785,726.5433,TRUE,0.834001541,23461.32119,0.001033071,C41H78NO7P,-H(-),95,"PE(20:2(11Z,14Z)/P-16:0)",1-Eicosadienoyl-2-(1-enyl-palmitoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(20:2/16:0); GPEtn(20:2n6/16:0); GPEtn(20:2w6/16:0); GPEtn(36:2); PE(20:2/16:0); PE(20:2n6/16:0); PE(20:2w6/16:0); PE(36:2); Phophatidylethanolamine(20:2/16:0); Phophatidylethanolamine(20:2n6/16:0); Phophatidylethanolamine(20:2w6/16:0); Phophatidylethanolamine(36:2),HMDB09312,C00350,
291,728.5588096,728.5588,TRUE,0.862410188,16612.12207,0.001126968,C41H80NO7P,-H(-),82,PC(15:0/P-18:1(11Z)),1-Pentadecanoyl-2-(1-enyl-vaccenoyl)-sn-glycero-3-phosphocholine; GPCho(15:0/18:1); GPCho(15:0/18:1n7); GPCho(15:0/18:1w7); GPCho(33:1); Lecithin; PC(15:0/18:1); PC(15:0/18:1n7); PC(15:0/18:1w7); PC(33:1); Phosphatidylcholine(15:0/18:1); Phosphatidylcholine(15:0/18:1n7); Phosphatidylcholine(15:0/18:1w7); Phosphatidylcholine(33:1),HMDB07963,C00157,
291,728.5588096,728.5588,TRUE,0.862410188,16612.12207,0.001126968,C41H80NO7P,-H(-),82,PC(15:0/P-18:1(9Z)),1-Pentadecanoyl-2-(1-enyl-oleoyl)-sn-glycero-3-phosphocholine; GPCho(15:0/18:1); GPCho(15:0/18:1n9); GPCho(15:0/18:1w9); GPCho(33:1); Lecithin; PC(15:0/18:1); PC(15:0/18:1n9); PC(15:0/18:1w9); PC(33:1); Phosphatidylcholine(15:0/18:1); Phosphatidylcholine(15:0/18:1n9); Phosphatidylcholine(15:0/18:1w9); Phosphatidylcholine(33:1),HMDB07964,C00157,
291,728.5588096,728.5588,TRUE,0.862410188,16612.12207,0.001126968,C41H80NO7P,-H(-),82,PE(18:0/P-18:1(11Z)),1-Stearoyl-2-(1-enyl-vaccenoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:0/18:1); GPEtn(18:0/18:1n7); GPEtn(18:0/18:1w7); GPEtn(36:1); PE(18:0/18:1); PE(18:0/18:1n7); PE(18:0/18:1w7); PE(36:1); Phophatidylethanolamine(18:0/18:1); Phophatidylethanolamine(18:0/18:1n7); Phophatidylethanolamine(18:0/18:1w7); Phophatidylethanolamine(36:1),HMDB09017,C00350,
291,728.5588096,728.5588,TRUE,0.862410188,16612.12207,0.001126968,C41H80NO7P,-H(-),82,PE(18:0/P-18:1(9Z)),1-Stearoyl-2-(1-enyl-oleoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:0/18:1); GPEtn(18:0/18:1n9); GPEtn(18:0/18:1w9); GPEtn(36:1); PE(18:0/18:1); PE(18:0/18:1n9); PE(18:0/18:1w9); PE(36:1); Phophatidylethanolamine(18:0/18:1); Phophatidylethanolamine(18:0/18:1n9); Phophatidylethanolamine(18:0/18:1w9); Phophatidylethanolamine(36:1),HMDB09018,C00350,
291,728.5588096,728.5588,TRUE,0.862410188,16612.12207,0.001126968,C41H80NO7P,-H(-),82,PE(18:1(11Z)/P-18:0),1-Vaccenoyl-2-(1-enyl-stearoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:0); GPEtn(18:1n7/18:0); GPEtn(18:1w7/18:0); GPEtn(36:1); PE(18:1/18:0); PE(18:1n7/18:0); PE(18:1w7/18:0); PE(36:1); Phophatidylethanolamine(18:1/18:0); Phophatidylethanolamine(18:1n7/18:0); Phophatidylethanolamine(18:1w7/18:0); Phophatidylethanolamine(36:1),HMDB09049,C00350,
291,728.5588096,728.5588,TRUE,0.862410188,16612.12207,0.001126968,C41H80NO7P,-H(-),82,PE(18:1(9Z)/P-18:0),1-Oleoyl-2-(1-enyl-stearoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/18:0); GPEtn(18:1n9/18:0); GPEtn(18:1w9/18:0); GPEtn(36:1); PE(18:1/18:0); PE(18:1n9/18:0); PE(18:1w9/18:0); PE(36:1); Phophatidylethanolamine(18:1/18:0); Phophatidylethanolamine(18:1n9/18:0); Phophatidylethanolamine(18:1w9/18:0); Phophatidylethanolamine(36:1),HMDB09082,C00350,
291,728.5588096,728.5588,TRUE,0.862410188,16612.12207,0.001126968,C41H80NO7P,-H(-),82,PE(20:1(11Z)/P-16:0),1-Eicosenoyl-2-(1-enyl-palmitoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(20:1/16:0); GPEtn(20:1n9/16:0); GPEtn(20:1w9/16:0); GPEtn(36:1); PE(20:1/16:0); PE(20:1n9/16:0); PE(20:1w9/16:0); PE(36:1); Phophatidylethanolamine(20:1/16:0); Phophatidylethanolamine(20:1n9/16:0); Phophatidylethanolamine(20:1w9/16:0); Phophatidylethanolamine(36:1),HMDB09279,C00350,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(14:0/18:1(11Z)),1-Myristoyl-2-vaccenoyl-sn-glycero-3-phosphocholine; GPCho(14:0/18:1); GPCho(14:0/18:1n7); GPCho(14:0/18:1w7); GPCho(32:1); Lecithin; PC aa C32:1; PC(14:0/18:1); PC(14:0/18:1n7); PC(14:0/18:1w7); PC(32:1); Phosphatidylcholine(14:0/18:1); Phosphatidylcholine(14:0/18:1n7); Phosphatidylcholine(14:0/18:1w7); Phosphatidylcholine(32:1),HMDB07872,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(14:0/18:1(9Z)),1-Myristoyl-2-oleoyl-sn-glycero-3-phosphocholine; GPCho(14:0/18:1); GPCho(14:0/18:1n9); GPCho(14:0/18:1w9); GPCho(32:1); Lecithin; PC aa C32:1; PC(14:0/18:1); PC(14:0/18:1n9); PC(14:0/18:1w9); PC(32:1); Phosphatidylcholine(14:0/18:1); Phosphatidylcholine(14:0/18:1n9); Phosphatidylcholine(14:0/18:1w9); Phosphatidylcholine(32:1),HMDB07873,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(14:1(9Z)/18:0),1-Myristoleoyl-2-stearoyl-sn-glycero-3-phosphocholine; GPCho(14:1/18:0); GPCho(14:1n5/18:0); GPCho(14:1w5/18:0); GPCho(32:1); Lecithin; PC aa C32:1; PC(14:1/18:0); PC(14:1n5/18:0); PC(14:1w5/18:0); PC(32:1); Phosphatidylcholine(14:1/18:0); Phosphatidylcholine(14:1n5/18:0); Phosphatidylcholine(14:1w5/18:0); Phosphatidylcholine(32:1),HMDB07904,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(16:0/16:1(9Z)),1-Palmitoyl-2-palmitoleoyl-sn-glycero-3-phosphocholine; GPCho(16:0/16:1); GPCho(16:0/16:1n7); GPCho(16:0/16:1w7); GPCho(32:1); Lecithin; PC aa C32:1; PC(16:0/16:1); PC(16:0/16:1n7); PC(16:0/16:1w7); PC(32:1); Phosphatidylcholine(16:0/16:1); Phosphatidylcholine(16:0/16:1n7); Phosphatidylcholine(16:0/16:1w7); Phosphatidylcholine(32:1),HMDB07969,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(16:1(9Z)/16:0),1-Palmitoleoyl-2-palmitoyl-sn-glycero-3-phosphocholine; GPCho(16:1/16:0); GPCho(16:1n7/16:0); GPCho(16:1w7/16:0); GPCho(32:1); Lecithin; PC aa C32:1; PC(16:1/16:0); PC(16:1n7/16:0); PC(16:1w7/16:0); PC(32:1); Phosphatidylcholine(16:1/16:0); Phosphatidylcholine(16:1n7/16:0); Phosphatidylcholine(16:1w7/16:0); Phosphatidylcholine(32:1),HMDB08001,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(18:0/14:1(9Z)),1-Stearoyl-2-myristoleoyl-sn-glycero-3-phosphocholine; GPCho(18:0/14:1); GPCho(18:0/14:1n5); GPCho(18:0/14:1w5); GPCho(32:1); Lecithin; PC aa C32:1; PC(18:0/14:1); PC(18:0/14:1n5); PC(18:0/14:1w5); PC(32:1); Phosphatidylcholine(18:0/14:1); Phosphatidylcholine(18:0/14:1n5); Phosphatidylcholine(18:0/14:1w5); Phosphatidylcholine(32:1),HMDB08032,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(18:1(11Z)/14:0),1-Vaccenoyl-2-myristoyl-sn-glycero-3-phosphocholine; GPCho(18:1/14:0); GPCho(18:1n7/14:0); GPCho(18:1w7/14:0); GPCho(32:1); Lecithin; PC aa C32:1; PC(18:1/14:0); PC(18:1n7/14:0); PC(18:1w7/14:0); PC(32:1); Phosphatidylcholine(18:1/14:0); Phosphatidylcholine(18:1n7/14:0); Phosphatidylcholine(18:1w7/14:0); Phosphatidylcholine(32:1),HMDB08064,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PC(18:1(9Z)/14:0),1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine; GPCho(18:1/14:0); GPCho(18:1n9/14:0); GPCho(18:1w9/14:0); GPCho(32:1); Lecithin; PC aa C32:1; PC(18:1/14:0); PC(18:1n9/14:0); PC(18:1w9/14:0); PC(32:1); Phosphatidylcholine(18:1/14:0); Phosphatidylcholine(18:1n9/14:0); Phosphatidylcholine(18:1w9/14:0); Phosphatidylcholine(32:1),HMDB08097,C00157,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PE(15:0/20:1(11Z)),1-Pentadecanoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(15:0/20:1); GPEtn(15:0/20:1n9); GPEtn(15:0/20:1w9); GPEtn(35:1); PE(15:0/20:1); PE(15:0/20:1n9); PE(15:0/20:1w9); PE(35:1); Phophatidylethanolamine(15:0/20:1); Phophatidylethanolamine(15:0/20:1n9); Phophatidylethanolamine(15:0/20:1w9); Phophatidylethanolamine(35:1),HMDB08900,C00350,
292,730.5403682,730.5404,TRUE,0.891575039,14295.2645,-0.001122573,C40H78NO8P,-H(-),82,PE(20:1(11Z)/15:0),1-Eicosenoyl-2-pentadecanoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:1/15:0); GPEtn(20:1n9/15:0); GPEtn(20:1w9/15:0); GPEtn(35:1); PE(20:1/15:0); PE(20:1n9/15:0); PE(20:1w9/15:0); PE(35:1); Phophatidylethanolamine(20:1/15:0); Phophatidylethanolamine(20:1n9/15:0); Phophatidylethanolamine(20:1w9/15:0); Phophatidylethanolamine(35:1),HMDB09252,C00350,
293,730.5735918,730.5736,TRUE,0.864794701,10011.29429,0.002030749,C41H82NO7P,-H(-),19,PC(15:0/P-18:0),1-Pentadecanoyl-2-(1-enyl-stearoyl)-sn-glycero-3-phosphocholine; GPCho(15:0/18:0); GPCho(33:0); Lecithin; PC(15:0/18:0); PC(33:0); Phosphatidylcholine(15:0/18:0); Phosphatidylcholine(33:0),HMDB07962,C00157,
293,730.5735918,730.5736,TRUE,0.864794701,10011.29429,0.002030749,C41H82NO7P,-H(-),19,PE(18:0/P-18:0),1-Stearoyl-2-(1-enyl-stearoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(18:0/18:0); GPEtn(36:0); PE(18:0/18:0); PE(36:0); Phophatidylethanolamine(18:0/18:0); Phophatidylethanolamine(36:0),HMDB09016,C00350,
293,730.5735918,730.5736,TRUE,0.864794701,10011.29429,0.002030749,C41H82NO7P,-H(-),19,PE(20:0/P-16:0),1-Arachidonyl-2-(1-enyl-palmitoyl)-sn-glycero-3-phosphoethanolamine; GPEtn(20:0/16:0); GPEtn(36:0); PE(20:0/16:0); PE(36:0); Phophatidylethanolamine(20:0/16:0); Phophatidylethanolamine(36:0),HMDB09246,C00350,
294,732.5533287,732.5533,TRUE,0.842224598,5161.149323,0.001541902,C40H80NO8P,-H(-),42,PC(16:0/16:0),"(R)-4-hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxohexadecyl)oxy]-3,5,9-Trioxa-4-phosphapentacosan-1-aminium 4-oxide hydroxide inner salt; (R)-4-hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxohexadecyl)oxy]-3,5,9-Trioxa-4-phosphapentacosan-1-aminium 4-oxide inner salt; 1,2-Bis(hexadecanoyl)-sn-glycero-3-phosphocholine; 1,2-Bis(palmitoyl)-sn-glycero-3-phosphocholine; 1,2-Dihexadecanoyl-sn-glycerol-3-phosphorylcholine; 1,2-Dipalmitoyl-3-sn-phosphatidylcholine; 1,2-Dipalmitoyl-L-3-phosphatidylcholine; 1,2-Dipalmitoyl-L-a-lecithin; 1,2-Dipalmitoyl-L-a-phosphatidylcholine; 1,2-Dipalmitoyl-L-alpha-lecithin; 1,2-Dipalmitoyl-L-alpha-phosphatidylcholine; 1,2-Dipalmitoyl-L-lecithin; 1,2-Dipalmitoyl-L-phosphatidylcholine; 1,2-Dipalmitoyl-rac-glycero-3-phosphocholine; 1,2-Dipalmitoyl-sn-3-glycerophosphocholine; 1,2-Dipalmitoyl-sn-glycero-3-phosphatidylcholine; 1,2-Dipalmitoyl-sn-glycero-3-phosphocholine; 1,2-Dipalmitoyl-sn-glycero-3-phosphorylcholine; 1,2-Dipalmitoyl-sn-glycerol-3-phosphocholine; 1,2-Dipalmitoyl-sn-glycerophosphocholine; 1,2-Dipalmitoyl-sn-glycerophosphorylcholine; 1,2-Dipalmitoyl-sn-glyceryl-3-phosphocholine; 1,2-Dipalmitoyl-sn-phosphatidylcholine; 1,2-Dipalmitoylglycero-3-phosphocholine; 1,2-L-a-Dipalmitoylphosphatidylcholine; 1,2-L-alpha-Dipalmitoylphosphatidylcholine; Colfosceril palmitate; DPPC; Dihexadecanoyl-sn-glycero-3-phosphocholine; Dipalmitoyl L-a-phosphatidylcholine; Dipalmitoyl L-alpha-phosphatidylcholine; Dipalmitoyl-L-3-glycerylphosphorylcholine; Dipalmitoyl-L-a-lecithin; Dipalmitoyl-L-a-phosphatidylcholine; Dipalmitoyl-L-alpha-lecithin; Dipalmitoyl-L-alpha-phosphatidylcholine; Dipalmitoyl-sn-3-phosphatidylcholine; Dipalmitoylphosphatidylcholine; GPCho(16:0/16:0); GPCho(32:0); L-1,2-Dipalmitoyl-a-lecithin; L-1,2-Dipalmitoyl-alpha-lecithin; L-1,2-Dipalmitoylphosphatidylcholine; L-DPPC; L-Dipalmitoyl lecithin; L-a-1,2-Dipalmitoyl lecithin; L-a-DPPC; L-a-Dipalmitoylecithin; L-a-Dipalmitoyllecithin; L-a-Dipalmitoylphosphatidylcholine; L-alpha-1,2-Dipalmitoyl lecithin; L-alpha-DPPC; L-alpha-Dipalmitoylecithin; L-alpha-Dipalmitoyllecithin; L-alpha-Dipalmitoylphosphatidylcholine; L-b,g-Dipalmitoyl-a-lecithin; L-b,g-Dipalmitoyl-a-phosphatidylcholine; L-b,g-Dipalmitoyl-alpha-lecithin; L-b,g-Dipalmitoyl-alpha-phosphatidylcholine; L-b,g-Dipalmitoylphosphatidylcholine; Lecithin; PC aa C32:0; PC(32:0); Phosphatidylcholine(16:0/16:0); Phosphatidylcholine(32:0); Sn-3-Dipalmitoyllecithin; b,g-Dipalmitoyl L-a-phosphatidylcholine; b,g-Dipalmitoyl L-alpha-phosphatidylcholine; b,g-Dipalmitoyl-L-(a)-lecithin; b,g-Dipalmitoyl-L-phosphatidylcholine",HMDB00564,C00157,
294,732.5533287,732.5533,TRUE,0.842224598,5161.149323,0.001541902,C40H80NO8P,-H(-),42,PC(14:0/18:0),1-Myristoyl-2-stearoyl-sn-glycero-3-phosphocholine; GPCho(14:0/18:0); GPCho(32:0); Lecithin; PC aa C32:0; PC(14:0/18:0); PC(32:0); Phosphatidylcholine(14:0/18:0); Phosphatidylcholine(32:0),HMDB07871,C00157,
294,732.5533287,732.5533,TRUE,0.842224598,5161.149323,0.001541902,C40H80NO8P,-H(-),42,PC(18:0/14:0),1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine; GPCho(18:0/14:0); GPCho(32:0); Lecithin; PC aa C32:0; PC(18:0/14:0); PC(32:0); Phosphatidylcholine(18:0/14:0); Phosphatidylcholine(32:0),HMDB08031,C00157,
294,732.5533287,732.5533,TRUE,0.842224598,5161.149323,0.001541902,C40H80NO8P,-H(-),42,PE(15:0/20:0),1-Pentadecanoyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine; GPEtn(15:0/20:0); GPEtn(35:0); PE(15:0/20:0); PE(35:0); Phophatidylethanolamine(15:0/20:0); Phophatidylethanolamine(35:0),HMDB08899,C00350,
294,732.5533287,732.5533,TRUE,0.842224598,5161.149323,0.001541902,C40H80NO8P,-H(-),42,PE(20:0/15:0),1-Arachidonyl-2-pentadecanoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:0/15:0); GPEtn(35:0); PE(20:0/15:0); PE(35:0); Phophatidylethanolamine(20:0/15:0); Phophatidylethanolamine(35:0),HMDB09219,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1-Myristoyl-2-docosahexaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:0/22:6); GPEtn(14:0/22:6n3); GPEtn(14:0/22:6w3); GPEtn(36:6); PE(14:0/22:6); PE(14:0/22:6n3); PE(14:0/22:6w3); PE(36:6); Phophatidylethanolamine(14:0/22:6); Phophatidylethanolamine(14:0/22:6n3); Phophatidylethanolamine(14:0/22:6w3); Phophatidylethanolamine(36:6),HMDB08847,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",1-Myristoleoyl-2-docosapentaenoyl-sn-glycero-3-phosphoethanolamine; 1-Myristoleoyl-2-osbondoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:1/22:5); GPEtn(14:1n5/22:5n6); GPEtn(14:1w5/22:5w6); GPEtn(36:6); PE(14:1/22:5); PE(14:1n5/22:5n6); PE(14:1w5/22:5w6); PE(36:6); Phophatidylethanolamine(14:1/22:5); Phophatidylethanolamine(14:1n5/22:5n6); Phophatidylethanolamine(14:1w5/22:5w6); Phophatidylethanolamine(36:6),HMDB08878,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",1-Myristoleoyl-2-docosapentaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(14:1/22:5); GPEtn(14:1n5/22:5n3); GPEtn(14:1w5/22:5w3); GPEtn(36:6); PE(14:1/22:5); PE(14:1n5/22:5n3); PE(14:1w5/22:5w3); PE(36:6); Phophatidylethanolamine(14:1/22:5); Phophatidylethanolamine(14:1n5/22:5n3); Phophatidylethanolamine(14:1w5/22:5w3); Phophatidylethanolamine(36:6),HMDB08879,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",1-Palmitoleoyl-2-eicosapentaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:1/20:5); GPEtn(16:1n7/20:5n3); GPEtn(16:1w7/20:5w3); GPEtn(36:6); PE(16:1/20:5); PE(16:1n7/20:5n3); PE(16:1w7/20:5w3); PE(36:6); Phophatidylethanolamine(16:1/20:5); Phophatidylethanolamine(16:1n7/20:5n3); Phophatidylethanolamine(16:1w7/20:5w3); Phophatidylethanolamine(36:6),HMDB08972,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",1-Linoleoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/18:4); GPEtn(18:2n6/18:4n3); GPEtn(18:2w6/18:4w3); GPEtn(36:6); PE(18:2/18:4); PE(18:2n6/18:4n3); PE(18:2w6/18:4w3); PE(36:6); Phophatidylethanolamine(18:2/18:4); Phophatidylethanolamine(18:2n6/18:4n3); Phophatidylethanolamine(18:2w6/18:4w3); Phophatidylethanolamine(36:6),HMDB09096,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","1,2-Dig-linolenoyl-rac-glycero-3-phosphoethanolamine; GPEtn(18:3/18:3); GPEtn(18:3n6/18:3n6); GPEtn(18:3w6/18:3w6); GPEtn(36:6); PE(18:3/18:3); PE(18:3n6/18:3n6); PE(18:3w6/18:3w6); PE(36:6); Phophatidylethanolamine(18:3/18:3); Phophatidylethanolamine(18:3n6/18:3n6); Phophatidylethanolamine(18:3w6/18:3w6); Phophatidylethanolamine(36:6)",HMDB09127,C00350,
295,734.4775984,734.4776,TRUE,0.816469699,17667.70893,-0.000974828,C41H70NO8P,-H(-),100,"PE(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",1-g-Linolenoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-gamma-Linolenoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/18:3); GPEtn(18:3n6/18:3n3); GPEtn(18:3w6/18:3w3); GPEtn(36:6); PE(18:3/18:3); PE(18:3n6/18:3n3); PE(18:3w6/18:3w3); PE(36:6); Phophatidylethanolamine(18:3/18:3); Phophatidylethanolamine(18:3n6/18:3n3); Phophatidylethanolamine(18:3w6/18:3w3); Phophatidylethanolamine(36:6),HMDB09128,C00350,
